1 false 0.001093042
2 false 0.012967298
3 false 0.017357884
4 false 0.02471356
5 false 0.04100871
6 false 0.072301105
7 false 0.19721073
8 false 0.8339741
9 false 8.610167
10 false 2591.8064
11 true 0.020119045
12 true 0.017203327
13 true 0.016084075
14 true 0.01646087
15 true 0.016631957
16 true 0.016467396
17 true 0.016540796
18 true 0.016477054
19 true 0.016266664
20 true 0.016239954
21 true 0.016653517
22 true 0.01712602
23 true 0.016212005
24 true 0.01658936
25 true 0.016493442
26 true 0.017227123
27 true 0.017560853
28 true 0.016935132
29 true 0.016884029
30 true 0.016172705
