1 false 0.001255148
2 false 0.013258855
3 false 0.01805742
4 false 0.023782507
5 false 0.038915608
6 false 0.07695624
7 false 0.23288712
8 false 1.4064933
9 false 21.897943
10 true 0.015892478
11 true 0.015759526
12 true 0.016424036
13 true 0.016957665
14 true 0.016592886
15 true 0.017069945
16 true 0.016268494
17 true 0.016122546
18 true 0.016174376
19 true 0.01610191
20 true 0.01640094
21 true 0.016309258
22 true 0.016223947
23 true 0.016164329
24 true 0.016447498
25 true 0.016326847
26 true 0.016656678
27 true 0.016307313
28 true 0.016820528
29 true 0.016216593
30 true 0.016256751
